nombre,empresa,email,telefono,whatsapp,instagram,linkedin,ciudad,pais,nicho,vertical,url,fuente,direccion,gmaps_id,fecha,status
,Miami Dermatology and Mohs Surgery,info@miamiderms.com,(305) 404-3376,,https://www.instagram.com/,,Miami,United States,dermatologo,empresas,https://miamiderms.com/,google_maps,"4770 Biscayne Blvd Ste 900, Miami, FL 33137, EE. UU.",ChIJkT8q9SBAhAARKM--4YXSX5I,2026-09-18,pendiente
,Biscayne Dermatology,,(786) 244-6960,,https://www.instagram.com/biscaynedermatology/,,Miami,United States,dermatologo,empresas,https://www.biscaynedermatology.com/,google_maps,"2800 Biscayne Blvd Suite 1010, Floor 10, Miami, FL 33137, EE. UU.",ChIJaYJDx8yx2YgRvr6rSPP1f3U,2026-09-18,pendiente
,"Miami Derm: Anna Chacon, MD",,(305) 204-7992,,https://www.instagram.com/miamiderm/,,Miami,United States,dermatologo,empresas,http://www.drannachacon.com/,google_maps,"135 Madeira Ave, Coral Gables, FL 33134, EE. UU.",ChIJR6b6XwrH2YgRCI5LpqDbxnA,2026-09-18,pendiente
,Barba Dermatology,info@barbadermatology.com,(305) 573-7200,,https://www.instagram.com/barbabeauty/,,Miami,United States,dermatologo,empresas,https://www.barbadermatology.com/,google_maps,"4770 Biscayne Blvd Ste 1140, Miami, FL 33137, EE. UU.",ChIJ3yaUkVix2YgRFwFKddgvOuc,2026-09-18,pendiente
,Khouri Dermatology,admin@miamidermatologycenter.com,(305) 361-8200,,https://www.instagram.com/khouridermatology/,,Miami,United States,dermatologo,empresas,https://www.khouridermatology.com/,google_maps,"2750 SW 37th Ave #1, Miami, FL 33133, EE. UU.",ChIJL4Xk1r-32YgRVkfjG3Oacuw,2026-09-18,pendiente
,Riverchase Dermatology - Miami,,(305) 856-6555,,https://www.instagram.com/riverchasederm/,,Miami,United States,dermatologo,empresas,https://www.riverchasedermatology.com/location/miami/?utm_source=Organic&utm_medium=Google&utm_campaign=GMB_Miami_6008,google_maps,"3659 S Miami Ave Ste 6008, Miami, FL 33133, EE. UU.",ChIJwy5wjqe32YgRWZlQ5C_Iqww,2026-09-18,pendiente
,Greater Miami Skin & Laser Center,,(305) 532-4478,,https://www.instagram.com/drmartyz/,,Miami,United States,dermatologo,empresas,https://miamiskinandlaser.com/,google_maps,"4308 Alton Rd Ste 750, Miami Beach, FL 33140, EE. UU.",ChIJX0BYyXaz2YgRzRQn-yFuDgs,2026-09-18,pendiente
,Dr. Jill Waibel | Miami Dermatology and Laser Institute - Coconut Grove,info@miamidermlaser.com,(305) 279-6060,,https://www.instagram.com/miamidermlaser/,,Miami,United States,dermatologo,empresas,https://www.miamidermlaser.com/,google_maps,"3683 S Miami Ave Ste 200, Coconut Grove, FL 33133, EE. UU.",ChIJ-YH37EG32YgR7eT8k-CYVz4,2026-09-18,pendiente
,"Arvin S. Jadoo, MD - Miami Dermatologist",,(305) 751-7771,,https://www.instagram.com/skindocaj/,,Miami,United States,dermatologo,empresas,https://www.toplinemd.com/latitude-derm/arvin-jadoo-md/,google_maps,"6301 Biscayne Blvd Ste 200, Miami, FL 33138, EE. UU.",ChIJzwbmeUaiaI8RMaqRB_1PH9w,2026-09-18,pendiente
,Latitude Dermatology Group - Miami Dermatologist,,(305) 751-7771,,https://www.instagram.com/skindocaj/,,Miami,United States,dermatologo,empresas,https://www.toplinemd.com/latitude-derm/,google_maps,"6301 Biscayne Blvd Ste 200, Miami, FL 33138, EE. UU.",ChIJi53yFtmz2YgR47IQlEafzrE,2026-09-18,pendiente
,Miami Center for Dermatology,info@b794393467.nxcli.io,(305) 279-7546,,https://instagram.com/miamidermatology/,,Miami,United States,dermatologo,empresas,https://miamicenterfordermatology.com/,google_maps,"7700 SW 104th St, Miami, FL 33156, EE. UU.",ChIJkUVs5qrH2YgRJeusHO9rq80,2026-09-18,pendiente
,"Miami Dermatology & Skin Care: Carlos Ricotti, MD",,(305) 380-9916,,,,Miami,United States,dermatologo,empresas,https://www.miamidermskin.com/,google_maps,"8700 W Flagler St Ste 105, Miami, FL 33174, EE. UU.",ChIJr4NRZOW32YgRvXy-B7AzGek,2026-09-18,pendiente
,Design Dermatology and Aesthetics,,(305) 532-5552,,https://www.instagram.com/designdermatologyandaesthetics/,,Miami,United States,dermatologo,empresas,https://designdermatology.com/,google_maps,"4500 Biscayne Blvd Ste 101 & 104, Miami, FL 33137, EE. UU.",ChIJDUjDUm2z2YgRItPfxsJ15ig,2026-09-18,pendiente
,"Dr. Deborah Longwill, DO, FAOCD",info@b794393467.nxcli.io,(305) 279-7546,,https://instagram.com/miamidermatology/,,Miami,United States,dermatologo,empresas,https://miamicenterfordermatology.com/,google_maps,"7700 SW 104th St, Miami, FL 33156, EE. UU.",ChIJkUVs5qrH2YgRbiwlqGVnEz4,2026-09-18,pendiente
,"Julie Bittar de la Cruz, MD",,(305) 456-1425,,http://instagram.com/miami.dermatology,,Miami,United States,dermatologo,empresas,http://miamidermatology.com/,google_maps,"3659 S Miami Ave Ste 4002, Miami, FL 33133, EE. UU.",ChIJOSVDShO32YgRIpJvccVhauM,2026-09-18,pendiente
,"Ana M. Duarte, MD, FAAP, FAAD, Children’s Skin Center",,(305) 669-6555,,,,Miami,United States,dermatologo,empresas,https://www.childrensskincenter.com/,google_maps,"3100 SW 62nd Ave, Miami, FL 33155, EE. UU.",ChIJd6WQPD642YgRW4WbjiWBjgE,2026-09-18,pendiente
,Skin Center of South Miami,,(305) 740-6181,,https://www.instagram.com/skincenterofsouthmiami/,,Miami,United States,dermatologo,empresas,https://www.skincenterofsouthmiami.com/,google_maps,"7800 SW 57th Ave Ste 110, South Miami, FL 33143, EE. UU.",ChIJVy7yu-3H2YgRvSx2y9oe9f8,2026-09-18,pendiente
,Sunset Dermatology Skin Laser & Vein Center,,(305) 669-2799,,https://instagram.com/SunsetDermatology,,Miami,United States,dermatologo,empresas,https://www.sunsetdermatology.com/,google_maps,"6310 Sunset Dr, South Miami, FL 33143, EE. UU.",ChIJa0HBoO3H2YgR1illbsOzjB4,2026-09-18,pendiente
,Dr. Devorah Shagalov,,(786) 607-4544,,https://www.instagram.com/biscaynedermatology/,,Miami,United States,dermatologo,empresas,http://biscaynedermatology.com/,google_maps,"2800 Biscayne Blvd Ste 1010, Miami, FL 33137, EE. UU.",ChIJIVCWRZuy2YgRIrte79GHbnI,2026-09-18,pendiente
,Dermatóloga Silvia Lizbeth Hernández Santiago,,55 7438 3077,,,,Ciudad de Mexico,Mexico,dermatologo,empresas,,google_maps,"Sacramento, 526Insurgentes San Borja, Benito Juárez, 03100 Ciudad de México, CDMX, México",ChIJ6waNFJr_0YURyEzkaKDjgDs,2026-09-19,pendiente
,Derma MX,,55 5584 2167,,https://www.instagram.com/dermamx/,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://dermamx.com/,google_maps,"Tepic 108, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, México",ChIJOcimDBX_0YURaZJoYzADEjU,2026-09-19,pendiente
,StudioDerma Condesa,hola@studioderma.mx,55 4908 7378,,https://www.instagram.com/studioderma.mx,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://www.studioderma.mx/,google_maps,"Av. Nuevo León 202-Interior Piso 6, Hipódromo Condesa, Cuauhtémoc, 06100 Ciudad de México, CDMX, México",ChIJO77pNhX_0YUR5FnJdPaaPSE,2026-09-19,pendiente
,"Dra. Samantha Cruz Meza, Dermatólogo",,56 1258 2000,,//www.instagram.com/sam.derma,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://www.doctoralia.com.mx/perfil/samantha-cruz-meza?utm_source=google&utm_medium=gmb&utm_campaign=291361&utm_content=website,google_maps,"Av. Insurgentes Sur 3838-Piso 2, Tlalpan Centro I, Tlalpan, 14000 Ciudad de México, CDMX, México",ChIJq7kwnPQBzoURGFPHosOJqfw,2026-09-19,pendiente
,María Linda Patriotismo - Dermatología y Medicina Estética,,55 1328 3833,,https://www.instagram.com/marialinda.mx,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://marialinda.mx/?utm_source=Organic&utm_medium=GMB&utm_campaign=GMB,google_maps,"Av. Patriotismo 670, Mixcoac, Benito Juárez, 03730 Ciudad de México, CDMX, México",ChIJgX3fVDP_0YURqEgVZLy2sPQ,2026-09-19,pendiente
,Dra. Gabriela Castrejón Dermatóloga,,55 1240 8764,,https://www.instagram.com/dra.gabrielacastrejon,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://dragabrielacastrejon.com/,google_maps,"Torre Frontera Hospital Ángeles Clínica Londres, Frontera 74, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, México",ChIJC42E8TH_0YURvhK5htLO-24,2026-09-19,pendiente
,Dra. Rosario Pérez - Dermatóloga,hola@studioderma.mx,55 3536 3896,,https://www.instagram.com/studioderma.mx,,Ciudad de Mexico,Mexico,dermatologo,empresas,http://www.studioderma.mx/,google_maps,"Av. Nuevo León 202-Int. Piso 6, Hipódromo Condesa, Cuauhtémoc, 06170 Ciudad de México, CDMX, México",ChIJmdk9y2r_0YUR_Kqd-NUpOKo,2026-09-19,pendiente
,Punto Clínico - Basílica,,55 5527 5527,,https://www.instagram.com/punto.clinico.especialistas/,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://www.puntoclinico.com.mx/,google_maps,"Calz. de los Misterios 995, Tepeyac Insurgentes, Gustavo A. Madero, 07020 Ciudad de México, CDMX, México",ChIJbcnWktX50YURveNgBjfbr8c,2026-09-19,pendiente
,Centro Dermatológico Tennyson,cdt@dermatologicotennyson.com,55 5203 6454,,https://www.instagram.com/dermatologicotennyson/,,Ciudad de Mexico,Mexico,dermatologo,empresas,http://dermatologicotennyson.mx/,google_maps,"Tennyson 241, Polanco, Polanco IV Secc, Miguel Hidalgo, 11550 Ciudad de México, CDMX, México",ChIJFfxIRQEC0oURVnJ-sEyFvRA,2026-09-19,pendiente
,de Alba Dermatología Integral,,55 5662 4421,,https://www.instagram.com/dermadealba/,,Ciudad de Mexico,Mexico,dermatologo,empresas,http://www.dermadealba.com.mx/,google_maps,"Insurgentes sur 1650 Consultorio 1001-1004, Florida, Álvaro Obregón, 01020 Ciudad de México, CDMX, México",ChIJd6pTRZT_0YURyBnGhuwUbno,2026-09-19,pendiente
,María Linda Coyoacán - Medicina estética y dermatológica,,55 1328 3833,,https://www.instagram.com/marialinda.mx,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://marialinda.mx/?utm_source=Organic&utm_medium=GMB&utm_campaign=GMB,google_maps,"Plaza Punto MAQ, Av. Miguel Ángel de Quevedo 1144-3er piso, Parque San Andrés, Coyoacán, 04040 Ciudad de México, CDMX, México",ChIJPWQEK4P_0YUR9F6f68PYHMo,2026-09-19,pendiente
,Dermawise Clínica Dermatológica,admin@dermawiseclinic.com,56 3245 9046,,https://www.instagram.com/dermawise_?igsh=YmQ3eGFxbmltYnlw&utm_source=qr,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://www.dermawiseclinic.com/,google_maps,"Av. Cuauhtémoc 1040-Consultorio 1156, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, México",ChIJwUUJao3_0YUR57wrrZ-Hzbg,2026-09-19,pendiente
,Mariana Arellano - Dermatología,,55 3543 3174,,,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://www.facebook.com/DraMarianaArellano/,google_maps,"Av. Tamaulipas 150-Piso 20, Hipódromo, Cuauhtémoc, 06100 Ciudad de México, CDMX, México",ChIJE8VUeJr_0YURqa_aZXJNKAc,2026-09-19,pendiente
,Skintopia,,55 8656 7090,,,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://www.skintopia.com.mx/,google_maps,"Uxmal 381, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, México",ChIJAQBktQL_0YUR1xLzoLad4tI,2026-09-19,pendiente
,Punto Clínico - Coapa,,55 5527 5527,,https://www.instagram.com/punto.clinico.especialistas/,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://www.puntoclinico.com.mx/,google_maps,"Armada de Mexico 1415, Coapa, Cafetales, Coyoacán, 04918 Ciudad de México, CDMX, México",ChIJmRIlD4oBzoUR6lVnBkZF2Z4,2026-09-19,pendiente
,"Dra. Belén Suárez Frías, Dermatólogo",,55 2252 0420,,//instagram.com/dra.belensuarez?igshid=OGQ5ZDc2ODk2ZA==,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://www.doctoralia.com.mx/perfil/belen-suarez-frias?utm_source=google&utm_medium=gmb&utm_campaign=323385&utm_content=website,google_maps,"Av. Homero 136-Interior: 403, Chapultepec Morales, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, México",ChIJT325fPb_zYURRdTk1N4G0q4,2026-09-19,pendiente
,Skin Institute Clínica Dermatológica,contacto@skininstitute.com.mx,55 2321 0995,,https://www.instagram.com/_skininstitute/,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://skininstitute.com.mx/,google_maps,"Sierra Mojada 405, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, México",ChIJFSd8YpUD0oURcUieqRs6_as,2026-09-19,pendiente
,María Linda Lindavista - Dermatología y Medicina Estética,,55 1328 3833,,https://www.instagram.com/marialinda.mx,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://marialinda.mx/,google_maps,"Matanzas 1013, Residencial Zacatenco, Gustavo A. Madero, 07360 Ciudad de México, CDMX, México",ChIJQ-oMBor50YURqdNxXaTjpO4,2026-09-19,pendiente
,Clínica Dermatológica Porcelana,,55 3589 1727,,https://www.instagram.com/porcelana_derma/,,Ciudad de Mexico,Mexico,dermatologo,empresas,https://www.doctoralia.com.mx/clinicas/clinica-dermatologica-porcelana,google_maps,"Av. Insurgentes Sur 3838, Tlalpan Centro I, Tlalpan, 14000 Ciudad de México, CDMX, México",ChIJbdWAy4sBzoURLZ3wyNz5Hy0,2026-09-19,pendiente
,"Soprano Skin, Dermatologos Certificados",contacto@sopranoskin.com,55 5989 0379,,http://instagram.com/sopranoskin,,Ciudad de Mexico,Mexico,dermatologo,empresas,http://sopranoskin.com/,google_maps,"Liverpool 89-Piso 2, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, México",ChIJW59btPT_0YUR5LNc4FH0Gb0,2026-09-19,pendiente
,Canadian Dermatology Centre,,(416) 244-8377,,https://www.instagram.com/canadiandermatology/,,Toronto,Canada,dermatologo,empresas,https://canadiandermatology.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-site,google_maps,"1390 Don Mills Rd. D101, North York, ON M3B 0A7, Canadá",ChIJRZwJ-sfN1IkRzvyUSGw05Yw,2026-09-19,pendiente
,FCP Dermatology,,(416) 861-8600,,https://www.instagram.com/fcpdermatology/?hl=en,,Toronto,Canada,dermatologo,empresas,https://fcpdermatology.com/,google_maps,"Concourse Level, 100 King St W CN 0110, Toronto, ON M5H 1H1, Canadá",ChIJw-F8B6U1K4gReeJqdlf7mYM,2026-09-19,pendiente
,North York Dermatology Clinic,,(416) 222-7546,,,,Toronto,Canada,dermatologo,empresas,http://bnderm.com/,google_maps,"139 Sheppard Ave E Suite 3, 2nd Floor, North York, ON M2N 3A6, Canadá",ChIJlxwr8lwtK4gRT8rQDG97R_s,2026-09-19,pendiente
,Toronto Dermatology Centre,,(416) 633-0001,,https://www.instagram.com/torontodermatologycentre/,,Toronto,Canada,dermatologo,empresas,http://www.torontodermatologycentre.com/,google_maps,"4256 Bathurst St #400, North York, ON M3H 5Y8, Canadá",ChIJGYLZZXAyK4gR75HAFtEWs9M,2026-09-19,pendiente
,Compass Dermatology,,(647) 351-9277,,https://www.instagram.com/compassdermatology/,,Toronto,Canada,dermatologo,empresas,https://www.compassdermatology.ca/,google_maps,"650 Mt Pleasant Rd #8, Toronto, ON M4S 2N5, Canadá",ChIJDQwkUzAzK4gRQaA2xvNu0a8,2026-09-19,pendiente
,Dr. Elena Poulos - Medical & Cosmetic Dermatologist,medical@kingswaydermatology.com,(416) 231-0103,,https://www.instagram.com/kingswaydermatology/?hl=en,,Toronto,Canada,dermatologo,empresas,https://kingswaydermatology.ca/dr-elena-poulos-toronto-dermatologist/?utm_source=Google&utm_medium=GBP&utm_id=Provider,google_maps,"1243 Islington Ave. Unit 1000, Etobicoke, ON M8X 1Y9, Canadá",ChIJgXn8U643K4gRcaavqyo1EI0,2026-09-19,pendiente
,Carlton Skin Clinic,contact@carltonskinclinic.ca,(289) 301-3011,,https://www.instagram.com/carltonskinclinic/,,Toronto,Canada,dermatologo,empresas,http://www.carltonskinclinic.ca/,google_maps,"187 Carlton St., Toronto, ON M5A 2K7, Canadá",ChIJ27AopdvL1IkRvzeBdlgGurI,2026-09-19,pendiente
,AvantDerm,info@avantderm.com,(416) 869-3376,,,,Toronto,Canada,dermatologo,empresas,http://www.avantderm.com/,google_maps,"45 Mill St, Toronto, ON M5A 3R3, Canadá",ChIJ-eBUSzzL1IkRK-IntawRKM4,2026-09-19,pendiente
,"Dr. Kristy Bailey, Double-Board Certified Dermatologist",,(416) 861-8600,,https://www.instagram.com/fcpdermatology/?hl=en,,Toronto,Canada,dermatologo,empresas,https://fcpdermatology.com/,google_maps,"Concourse Building, 100 King St W, Toronto, ON M5H 1H1, Canadá",ChIJB7ngZCk1K4gRb5mwszhXUCY,2026-09-19,pendiente
,Sage Dermatology,,(416) 792-0159,,http://instagram.com/sage.derm,,Toronto,Canada,dermatologo,empresas,http://www.sagedermatology.ca/,google_maps,"591 Yonge St Unit 202, Toronto, ON M4Y 1Z4, Canadá",ChIJd7Kim8A1K4gRhclqylLTmhU,2026-09-19,pendiente
,Victoria Park Medispa - Toronto Bay,infotoronto@vicpark.com,(647) 812-0332,,https://www.instagram.com/medispavictoriapark/,,Toronto,Canada,dermatologo,empresas,https://vicpark.com/clinics/toronto-bay-street/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=Toronto+Bay,google_maps,"483 Bay St. #104, Toronto, ON M5G 2C9, Canadá",ChIJvzmvVT41K4gRbVTfCUpJ0TA,2026-09-19,pendiente
,DermAtelier on Avenue,admin@dermatelieronavenue.com,(416) 787-6060,,https://www.instagram.com/dermatelieronavenue/?hl=en,,Toronto,Canada,dermatologo,empresas,http://www.dermatelieronavenue.com/,google_maps,"1896 Avenue Rd, Toronto, ON M5M 3Z8, Canadá",ChIJjaw3I1UzK4gRlW1-igjyykk,2026-09-19,pendiente
,Rose Lortie - Rose Skin Care - Toronto,,(647) 345-7888,,,,Toronto,Canada,dermatologo,empresas,http://www.roseskincare.ca/,google_maps,"182 Davenport Rd 2nd Floor, Toronto, ON M5R 1J2, Canadá",ChIJfdOHA_IzK4gR39-f6PxAp7g,2026-09-19,pendiente
,Kingsway Dermatology & Cosmetic Centre,medical@kingswaydermatology.com,(416) 231-0100,,https://www.instagram.com/kingswaydermatology/?hl=en,,Toronto,Canada,dermatologo,empresas,https://kingswaydermatology.ca/?utm_source=OffSite&utm_medium=GMBandOtherOffSiteDirectories,google_maps,"1243 Islington Ave. Unit 1000, Etobicoke, ON M8X 1Y9, Canadá",ChIJKZ84_q43K4gRgTbzToOzgWM,2026-09-19,pendiente
,DLK on Avenue,,(416) 924-1112,,https://www.instagram.com/accounts/login/?next=https%3A%2F%2Fwww.instagram.com%2Fdlkonavenue%2F,,Toronto,Canada,dermatologo,empresas,https://dlkonavenue.com/,google_maps,"108 Avenue Rd, Toronto, ON M5R 2H3, Canadá",ChIJyxB5FKQ0K4gRzmM5RBWPJCE,2026-09-19,pendiente
,Dermatology On Bloor,info@dermonbloor.com,(416) 922-9620,,https://www.instagram.com/dermonbloor/?hl=en,,Toronto,Canada,dermatologo,empresas,http://www.dermonbloor.com/,google_maps,"29 Park Rd, Toronto, ON M4W 2N2, Canadá",ChIJVVUlf10zK4gRb8fhznhX_Dw,2026-09-19,pendiente
,Dr Charlene Linzon Forest Hill Dermatology,info@foresthilldermatology.com,(416) 840-3339,,,,Toronto,Canada,dermatologo,empresas,http://www.foresthilldermatology.com/,google_maps,"250 St Clair Ave W Unit G5, Toronto, ON M4V 1R6, Canadá",ChIJi3zRwmYzK4gRbOu2MdjEnvw,2026-09-19,pendiente
,Dermapure Toronto Don Mills,,(647) 362-8438,,https://www.instagram.com/dermapureclinics/,,Toronto,Canada,dermatologo,empresas,https://www.dermapure.com/clinics/toronto/don-mills?utm_source=google&utm_medium=organic,google_maps,"22 Karl Fraser Rd, North York, ON M3C 0E8, Canadá",ChIJj75odH3SKogRaqNJLuEHGKw,2026-09-19,pendiente
,Dermapure Toronto Yorkville (Formerly Glow Medi Spa),,(647) 952-1982,,https://www.instagram.com/dermapureclinics/,,Toronto,Canada,dermatologo,empresas,https://www.dermapure.com/clinics/toronto/yorkville?utm_source=google&utm_medium=organic,google_maps,"129 Yorkville Ave 4th Floor, Toronto, ON M5R 1B9, Canadá",ChIJ01QJeK80K4gR6zDMX9y3_JU,2026-09-19,pendiente
,Universal Dermatology Centre,,(289) 769-8881,,,,Toronto,Canada,dermatologo,empresas,http://universalderm.ca/,google_maps,"2888 Bathurst St, North York, ON M6B 4H6, Canadá",ChIJnwq7DakzK4gRjAjS5IFValw,2026-09-19,pendiente
,Centro Médico de la Piel - Dra. Leisa Molinari,consultas@centromedicodelapiel.com.ar,011 6505-2913,https://wa.me/01165052913,https://www.instagram.com/cmedicodelapiel/,,Buenos Aires,Argentina,dermatologo,empresas,https://centromedicodelapiel.com.ar/,google_maps,"Av. Cabildo 1117, C1428 Cdad. Autónoma de Buenos Aires, Argentina",ChIJj-MCIRu1vJURbb-pzmszDdM,2026-09-19,pendiente
,Luma Piel,contacto@lumapiel.com.ar,011 15-2527-6361,https://wa.me/0111525276361,https://www.instagram.com/cosmiatriaconyani/,,Buenos Aires,Argentina,dermatologo,empresas,https://www.lumapiel.com.ar/,google_maps,"Arenales 3819 2° A, C1425BFA Cdad. Autónoma de Buenos Aires, Argentina",ChIJ_Rv5mQy1vJUR7Co5iZMX_a8,2026-09-19,pendiente
,Piel Studio,,011 3462-0426,https://wa.me/01134620426,,,Buenos Aires,Argentina,dermatologo,empresas,http://pielstudio.com.ar/,google_maps,"José A. Cabrera 4869, C1414 Cdad. Autónoma de Buenos Aires, Argentina",ChIJn7il9AG1vJURqsf8czk1iCg,2026-09-19,pendiente
,Dra. Sabrina Alfonso,dra.sabrinaalfonso@gmail.com,,,https://www.instagram.com/dra.sabrinaalfonso,,Buenos Aires,Argentina,dermatologo,empresas,http://www.drasabrinaalfonso.com/,google_maps,"Cuba 1956, C1428 Cdad. Autónoma de Buenos Aires, Argentina",ChIJAfd_iWq1vJUR8DlPVztkO9o,2026-09-19,pendiente
,MAS DERMA Clínica dermatológica - Dra. Mariel Mac Guire,info@masderma.com.ar,011 2462-6980,https://wa.me/01124626980,,,Buenos Aires,Argentina,dermatologo,empresas,https://masderma.com.ar/,google_maps,"Virrey Arredondo 2412, C1426DZF Cdad. Autónoma de Buenos Aires, Argentina",ChIJ2yoKK8LLvJURbJduoklOmeQ,2026-09-19,pendiente
,Experiencia Piel,info@experienciapiel.com,011 2717-3564,https://wa.me/01127173564,https://www.instagram.com/experienciapiel/,,Buenos Aires,Argentina,dermatologo,empresas,http://www.experienciapiel.com/,google_maps,"Arenales 2532, C1425 Cdad. Autónoma de Buenos Aires, Argentina",ChIJvSKNOsfLvJURi0cQJDdgSnM,2026-09-19,pendiente
,Dra Dorfman,,011 15-6197-9414,https://wa.me/0111561979414,,,Buenos Aires,Argentina,dermatologo,empresas,,google_maps,"Güemes 3931, C1414 Cdad. Autónoma de Buenos Aires, Argentina",ChIJRSiQlv_LvJURBIBnjI5IVB8,2026-09-19,pendiente
,Clínica Irene Bermejo - Dermatología Funcional y Estética,,011 4786-6512,https://wa.me/01147866512,https://www.instagram.com/dra.irenebermejo/,,Buenos Aires,Argentina,dermatologo,empresas,https://irenebermejo.com/,google_maps,"Av. Juramento 1805 5a, C1428 Cdad. Autónoma de Buenos Aires, Argentina",ChIJE_8JXs21vJUREO_e3cp4uX0,2026-09-19,pendiente
,Tosiponti Skin Longevity (antes ACNEBA),,011 4740-0102,https://wa.me/01147400102,https://help.instagram.com/,,Buenos Aires,Argentina,dermatologo,empresas,https://www.instagram.com/tosiponti?igsh=aWgzc2VtczVoZXE1&utm_source=qr,google_maps,"Av. Federico Lacroze 2252 3 A, C1426 Cdad. Autónoma de Buenos Aires, Argentina",ChIJE5cP66G1vJUR5JNPG2kLwiY,2026-09-19,pendiente
,Dra. Sofia Becu - Médica Dermatóloga - Dermatología clínica y Medicina estética,,011 2893-1110,https://wa.me/01128931110,,,Buenos Aires,Argentina,dermatologo,empresas,,google_maps,"Av. Callao 1441 Entre Las Heras, José Andrés Pacheco de Melo y, C1021 Cdad. Autónoma de Buenos Aires, Argentina",ChIJHcXRhoLLvJURHGfCBYO-lVc,2026-09-19,pendiente
,Dra. Marlene Rodas - Dermatóloga- Médica Estética,,011 7676-2729,https://wa.me/01176762729,https://www.instagram.com/whatsapp/?hl=en,,Buenos Aires,Argentina,dermatologo,empresas,https://wa.me/1176762729,google_maps,"Lavalle 1441, C1048AAI Cdad. Autónoma de Buenos Aires, Argentina",ChIJF5cMf4XLvJURBhi3l59xMDs,2026-09-19,pendiente
,Dermatología - Dr. Luca Garin Troyer - Médico dermatólogo,,011 6453-5988,https://wa.me/01164535988,https://help.instagram.com/,,Buenos Aires,Argentina,dermatologo,empresas,https://www.instagram.com/dr.lucagarin,google_maps,"Beruti 3429, C1425 Cdad. Autónoma de Buenos Aires, Argentina",ChIJtWZyqkXLvJURKbZ8UnL7shE,2026-09-19,pendiente
,dermatoH - Dermatología y Tricología,,011 15-2704-1217,https://wa.me/0111527041217,,,Buenos Aires,Argentina,dermatologo,empresas,http://dermatoh.site/,google_maps,"Av. Sta. Fe 3132, C1425 Cdad. Autónoma de Buenos Aires, Argentina",ChIJvZ8KWH7LvJURZDYoPP-uB0A,2026-09-19,pendiente
,SkinHaus BA,,011 2406-3414,https://wa.me/01124063414,https://help.instagram.com/,,Buenos Aires,Argentina,dermatologo,empresas,https://www.instagram.com/skinhausba?igsh=eHBienhjdmN0N2dp,google_maps,"Av. Pueyrredón 2160, C1119 Cdad. Autónoma de Buenos Aires, Argentina",ChIJ9QVsIVfLvJURL0hbLmFEZB4,2026-09-19,pendiente
,Dra. Kaola Palma Dermatólogo & Médica Estética & Tricólogo (pelo). INTEGRAMED.,,011 6626-0189,https://wa.me/01166260189,,,Buenos Aires,Argentina,dermatologo,empresas,https://www.integramed.com.ar/,google_maps,"Lavalle 1783 PB, C1048 Cdad. Autónoma de Buenos Aires, Argentina",ChIJZfYh7YTLvJURFJXdbfY38VA,2026-09-19,pendiente
,Dra. Clarisa Rodriguez,,011 15-5050-5295,https://wa.me/0111550505295,,,Buenos Aires,Argentina,dermatologo,empresas,,google_maps,"Av. Córdoba 1540, C1055 Cdad. Autónoma de Buenos Aires, Argentina",ChIJ5yZ4HIHLvJURzAdWt_OowqA,2026-09-19,pendiente
,Dr Sebastiani Fernando Medicina Estética y Dermatología,dr.sebastiani@vitru.com.ar,011 2407-9778,https://wa.me/01124079778,https://www.instagram.com/dermatologodrsebastiani,,Buenos Aires,Argentina,dermatologo,empresas,https://www.drsebastianifernando.com/,google_maps,"Av. Sta. Fe 2992, C1425 Cdad. Autónoma de Buenos Aires, Argentina",ChIJIXTIFgDLvJURnoYYeIKn8Lc,2026-09-19,pendiente
